child_id,name,min,s,time,zem,cat,brush,tima,gimo,ball,manu,car,utterance
XS_1604,brush,13,6,786,NA,NA,NA,NA,NA,NA,NA,NA,brush your back.
XS_1604,brush,13,17.2,797.2,NA,NA,1,NA,NA,NA,NA,NA,brush.
XS_1604,brush,13,23.7,803.7,NA,NA,NA,NA,NA,NA,NA,NA,do you want to hand me the brush?
XS_1604,brush,13,25.5,805.5,NA,NA,NA,NA,NA,NA,NA,NA,hand me the brush.
XS_1604,ball,13,27.2,807.2,NA,NA,NA,NA,NA,1,NA,NA,do you want the ball?
XS_1604,ball,13,28.5,808.5,NA,NA,NA,NA,NA,1,NA,NA,ball.
XS_1604,car,13,42.4,822.4,NA,NA,NA,NA,NA,NA,NA,1,do you want the car?
XS_1604,car,13,43.5,823.5,NA,NA,NA,NA,NA,NA,NA,1,car.
XS_1604,car,13,45.8,825.8,NA,NA,NA,NA,NA,1,NA,1,do you want the car?
XS_1604,ball,13,47,827,NA,NA,NA,NA,NA,1,NA,NA,put the ball back.
XS_1604,manu,13,57,837,NA,NA,NA,NA,NA,NA,1,NA,manu.
XS_1604,manu,13,58.7,838.7,NA,NA,NA,NA,NA,NA,1,NA,do you want the manu?
XS_1604,tima,14,1.1,841.1,NA,NA,NA,NA,NA,NA,NA,NA,okay I'll put the tima back.
XS_1604,manu,14,37.5,877.5,NA,NA,NA,NA,NA,NA,NA,NA,can you hand mama the manu?
XS_1604,manu,14,38.3,878.3,NA,NA,NA,NA,NA,NA,NA,NA,where's the manu?
XS_1604,tima,14,54.7,894.7,NA,NA,NA,1,NA,NA,NA,NA,do you want the tima?
XS_1604,tima,14,55.8,895.8,NA,NA,NA,1,NA,1,NA,NA,tima?
XS_1604,manu,15,3.4,903.4,NA,NA,NA,NA,NA,NA,NA,NA,the manu goes there.
XS_1604,tima,15,6.6,906.6,NA,NA,NA,NA,NA,NA,NA,NA,do you want to play with the tima and the ball together?
XS_1604,ball,15,7.3,907.3,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1604,tima,15,25.4,925.4,NA,NA,NA,NA,NA,NA,NA,NA,tima.
XS_1604,tima,15,26.8,926.8,NA,NA,NA,NA,NA,NA,NA,NA,tima.
XS_1604,ball,15,54.9,954.9,NA,NA,NA,NA,NA,1,NA,NA,can you go get the ball?
XS_1604,ball,15,56.4,956.4,NA,NA,NA,NA,NA,1,NA,NA,go get the ball.
XS_1604,ball,16,1.3,961.3,NA,NA,NA,NA,NA,NA,NA,NA,can you roll the ball to mommy?
XS_1604,ball,16,2.6,962.6,NA,NA,NA,NA,NA,NA,NA,NA,roll the ball to mommy.
XS_1604,tima,16,41.9,1001.9,NA,NA,NA,1,NA,NA,NA,NA,you don't want to play with the tima anymore?
XS_1604,ball,17,15.4,1035.4,NA,NA,NA,NA,NA,1,NA,NA,ah there goes the ball.
XS_1604,ball,17,17.2,1037.2,NA,NA,NA,NA,NA,1,NA,NA,there goes the ball.
XS_1604,ball,17,50.3,1070.3,NA,NA,NA,NA,NA,NA,NA,NA,hand me the ball.
XS_1604,ball,17,51.2,1071.2,NA,NA,NA,NA,NA,NA,NA,NA,give me the ball.
XS_1604,ball,17,54.3,1074.3,NA,NA,NA,NA,NA,1,NA,NA,oh well ball yay woo.
XS_1604,tima,17,58.1,1078.1,NA,NA,NA,NA,NA,NA,NA,NA,do you want to give mommy the tima?
XS_1604,tima,17,59.8,1079.8,NA,NA,NA,NA,NA,1,NA,NA,give mommy the tima.
XS_1604,zem,18,5.7,1085.7,1,NA,NA,NA,NA,NA,NA,NA,how about the zem?
XS_1604,zem,18,26.4,1106.4,NA,NA,NA,NA,NA,NA,NA,NA,pet the zem?
XS_1604,zem,18,28.5,1108.5,NA,NA,NA,NA,NA,NA,NA,NA,do you want to pet the zem?
XS_1612,ball,0,1.3,1.3,NA,NA,NA,NA,NA,NA,NA,NA,you have a ball?
XS_1612,ball,0,9.4,9.4,NA,NA,NA,NA,NA,1,NA,NA,what color is this ball?
XS_1612,ball,0,11.7,11.7,NA,NA,NA,NA,NA,NA,NA,NA,purple ball.
XS_1612,ball,0,19.1,19.1,1,NA,NA,NA,NA,NA,NA,NA,can you kick the ball?
XS_1612,ball,0,26.4,26.4,NA,NA,NA,NA,NA,NA,NA,NA,mommy kick the ball.
XS_1612,ball,0,44.2,44.2,NA,NA,NA,NA,NA,NA,NA,NA,you can go get the ball in just one second.
XS_1612,ball,0,55.2,55.2,NA,NA,NA,NA,NA,NA,NA,NA,get the ball.
XS_1612,ball,1,32.1,92.1,NA,NA,NA,NA,NA,NA,NA,NA,can you give the ball to mommy?
XS_1612,ball,1,50.1,110.1,NA,NA,NA,NA,NA,NA,NA,NA,you want the ball?
XS_1612,zem,2,5,125,1,NA,NA,NA,NA,NA,NA,NA,a zem.
XS_1612,zem,2,6.1,126.1,1,NA,NA,NA,NA,NA,NA,NA,this is a zem.
XS_1612,zem,2,9.6,129.6,1,NA,NA,NA,NA,NA,NA,NA,zem.
XS_1612,zem,2,15.8,135.8,NA,NA,NA,NA,NA,NA,NA,NA,it's a zem.
XS_1612,zem,2,29.2,149.2,NA,NA,NA,NA,NA,NA,NA,NA,where's the zem?
XS_1612,zem,2,37.8,157.8,NA,NA,NA,NA,NA,NA,NA,NA,can you go get the zem?
XS_1612,zem,2,39.4,159.4,NA,NA,NA,NA,NA,NA,NA,NA,where's the zem?
XS_1612,zem,2,49.2,169.2,NA,NA,NA,NA,NA,NA,NA,NA,zem.
XS_1612,zem,2,51.8,171.8,NA,NA,NA,NA,NA,NA,NA,NA,you got that zem.
XS_1612,ball,3,8.7,188.7,NA,NA,NA,NA,NA,1,NA,NA,kick the ball.
XS_1612,ball,3,12.2,192.2,NA,NA,NA,NA,NA,1,NA,NA,kick the ball.
XS_1612,ball,3,36.9,216.9,NA,NA,NA,NA,NA,NA,NA,NA,it's a soccer ball.
XS_1612,zem,3,41.7,221.7,1,NA,NA,NA,NA,NA,NA,NA,I put the zem on my hand.
XS_1612,zem,3,55.3,235.3,NA,NA,NA,NA,NA,1,NA,NA,you've got the zem.
XS_1612,zem,4,14.6,254.6,NA,NA,NA,NA,NA,NA,NA,NA,zem on.
XS_1612,zem,4,42.2,282.2,NA,NA,NA,NA,NA,NA,NA,NA,zem.
XS_1612,zem,4,47.5,287.5,NA,NA,NA,NA,NA,NA,NA,NA,can you zem?
XS_1612,zem,4,50.3,290.3,NA,NA,NA,NA,NA,NA,NA,NA,zem.
XS_1612,zem,4,52.1,292.1,NA,NA,NA,NA,NA,NA,NA,NA,zem.
XS_1612,zem,5,32.3,332.3,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1612,zem,5,59.7,359.7,NA,NA,NA,NA,NA,1,NA,NA,you dropped the zem.
XS_1612,zem,6,8.9,368.9,NA,NA,NA,NA,NA,1,NA,NA,it's a yellow zem.
XS_1612,zem,6,13.3,373.3,1,NA,NA,NA,NA,NA,NA,NA,you throwing the zem now?
XS_1612,zem,6,44.6,404.6,NA,NA,NA,NA,NA,NA,NA,NA,zem.
XS_1612,zem,7,8.4,428.4,1,NA,NA,NA,NA,NA,NA,NA,zem.
XS_1612,zem,8,3.6,483.6,NA,NA,NA,NA,NA,NA,NA,NA,you like to throw the zem?
XS_1612,zem,8,53.7,533.7,1,NA,NA,NA,NA,NA,NA,NA,or you like the zem that much?
XS_1612,zem,9,35.8,575.8,1,NA,NA,NA,NA,NA,NA,NA,you gonna throw the zem?
XS_1612,zem,9,36.7,576.7,1,NA,NA,NA,NA,NA,NA,NA,zem.
XS_1612,ball,9,40,580,NA,NA,NA,NA,NA,1,NA,NA,ball.
XS_1612,manu,10,2.9,602.9,NA,NA,NA,NA,NA,NA,NA,1,this is a manu.
XS_1612,manu,10,4.5,604.5,NA,NA,NA,NA,NA,NA,NA,1,manu.
XS_1612,car,10,6.1,606.1,NA,NA,NA,NA,NA,NA,NA,NA,and this is a car.
XS_1612,car,10,11,611,NA,NA,NA,NA,NA,NA,1,NA,car.
XS_1612,car,10,41.9,641.9,NA,NA,NA,NA,NA,NA,1,1,is that a racecar? 
XS_1612,manu,10,49.2,649.2,NA,NA,NA,NA,NA,NA,NA,NA,that's a manu.
XS_1612,manu,10,53.1,653.1,NA,NA,NA,NA,NA,NA,1,NA,manu.
XS_1612,manu,11,10.6,670.6,NA,NA,NA,NA,NA,NA,1,NA,you've got the manu?
XS_1612,manu,11,27,687,NA,NA,NA,NA,NA,NA,1,NA,you dropped the manu?
XS_1612,manu,11,46.6,706.6,NA,NA,NA,NA,NA,NA,NA,NA,look where's the manu?
XS_1612,car,12,5.9,725.9,NA,NA,NA,NA,NA,NA,NA,1,you want the racecar.
XS_1612,manu,12,29.7,749.7,NA,NA,NA,NA,NA,NA,NA,NA,look at the manu.
XS_1612,tima,12,36.6,756.6,NA,NA,NA,NA,NA,NA,NA,NA,there's a tima and a brush.
XS_1612,brush,12,38,758,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1612,brush,12,39.1,759.1,NA,NA,1,NA,NA,NA,NA,NA,see the brush?
XS_1612,brush,12,40.7,760.7,NA,NA,1,NA,NA,NA,NA,NA,brush.
XS_1612,brush,12,43.1,763.1,NA,NA,1,NA,NA,NA,NA,NA,brush.
XS_1612,brush,12,49.1,769.1,NA,NA,NA,1,NA,NA,NA,NA,brush.
XS_1612,brush,12,51.4,771.4,NA,NA,1,NA,NA,NA,NA,NA,brush.
XS_1612,brush,13,57.8,837.8,NA,NA,NA,1,NA,NA,NA,NA,you whacking the desk with the brush?
XS_1612,tima,14,11.4,851.4,NA,NA,NA,1,NA,NA,NA,NA,tima.
XS_1612,tima,14,14.2,854.2,NA,NA,NA,NA,NA,NA,NA,NA,can you say tima?
XS_1612,tima,14,23.4,863.4,NA,NA,NA,NA,NA,NA,NA,NA,you want to put the tima in the drawer?
XS_1612,tima,14,30.1,870.1,NA,NA,NA,NA,NA,NA,NA,NA,byebye tima.
XS_1612,tima,14,40,880,NA,NA,NA,NA,NA,NA,NA,NA,tima.
XS_1612,tima,14,49,889,NA,NA,NA,NA,NA,NA,NA,NA,byebye tima.
XS_1612,tima,14,55.7,895.7,NA,NA,NA,NA,NA,NA,NA,NA,can I see the tima?
XS_1612,tima,15,1.5,901.5,NA,NA,NA,1,NA,NA,NA,NA,can you give the tima to mommy?
XS_1612,brush,15,29,929,NA,NA,NA,NA,NA,NA,NA,NA,you gonna put the brush away too now?
XS_1612,brush,15,33.2,933.2,NA,NA,NA,NA,NA,NA,NA,NA,byebye brush.
XS_1612,brush,15,50,950,NA,NA,NA,NA,NA,NA,NA,NA,you want to get the brush back out?
XS_1614,ball,0,29.4,29.4,NA,NA,NA,NA,NA,NA,NA,NA,what are you doing are you cuddling with the ball?
XS_1614,zem,0,44,44,1,NA,NA,NA,NA,NA,NA,NA,look it's a zem.
XS_1614,zem,0,46.4,46.4,1,NA,NA,NA,NA,NA,NA,NA,can you say zem.
XS_1614,zem,1,3.4,63.4,NA,NA,NA,NA,NA,NA,NA,NA,zem.
XS_1614,zem,1,5.8,65.8,NA,NA,NA,NA,NA,NA,NA,NA,can you say zem?
XS_1614,ball,2,7,127,NA,NA,NA,NA,NA,NA,NA,NA,it's a purple ball.
XS_1614,tima,2,45.7,165.7,NA,NA,NA,1,NA,NA,NA,NA,do you want to play with the tima?
XS_1614,tima,2,52,172,NA,NA,NA,1,NA,NA,NA,NA,tima.
XS_1614,tima,3,10,190,NA,NA,NA,1,NA,NA,NA,NA,here comes the tima.
XS_1614,manu,3,20.1,200.1,NA,NA,NA,NA,NA,NA,1,NA,how about a manu?
XS_1614,manu,3,26.4,206.4,NA,NA,NA,NA,NA,NA,NA,NA,here you play with the manu.
XS_1614,zem,4,44.4,284.4,NA,NA,NA,NA,NA,NA,NA,NA,that's a zem.
XS_1614,zem,4,49.7,289.7,NA,NA,NA,NA,NA,NA,NA,NA,zem.
XS_1614,brush,5,23.2,323.2,NA,NA,1,NA,NA,NA,NA,NA,yes it's a brush huh?
XS_1614,ball,5,38.6,338.6,NA,NA,NA,NA,NA,1,NA,NA,do you want the ball again?
XS_1614,ball,5,43.8,343.8,NA,NA,NA,NA,NA,NA,NA,NA,I know you want the ball.
XS_1614,tima,5,50.8,350.8,NA,NA,NA,NA,NA,NA,NA,NA,do you want the tima?
XS_1614,ball,5,55.9,355.9,NA,NA,NA,1,NA,NA,NA,NA,the ball.
XS_1614,tima,6,2.1,362.1,NA,NA,NA,NA,NA,NA,NA,NA,tima.
XS_1614,tima,6,12.2,372.2,NA,NA,NA,NA,NA,NA,NA,NA,tima.
XS_1614,ball,6,19.6,379.6,NA,NA,NA,NA,NA,1,NA,NA,I know you see the ball.
XS_1614,ball,6,25.8,385.8,NA,NA,NA,NA,NA,NA,NA,NA,you got the ball.  
XS_1614,zem,6,35.7,395.7,NA,NA,NA,1,NA,NA,NA,NA,zem.
XS_1614,zem,6,55,415,1,NA,NA,NA,NA,NA,NA,NA,you got me with the zem.
XS_1614,zem,7,0.7,420.7,NA,NA,NA,NA,NA,NA,NA,NA,here comes the zem.
XS_1614,zem,7,25.7,445.7,1,NA,NA,NA,NA,NA,NA,NA,here's a zem.
XS_1614,manu,7,32.1,452.1,NA,NA,NA,NA,NA,1,NA,NA,how about the manu?
XS_1614,manu,7,35.8,455.8,NA,NA,NA,NA,NA,1,1,NA,manu.
XS_1614,manu,7,40.3,460.3,NA,NA,NA,NA,NA,NA,1,NA,do you want to play with the manu?
XS_1614,brush,7,46.9,466.9,NA,NA,1,NA,NA,NA,NA,NA,do you want to play with look you can take the brush and get the ball.
XS_1614,ball,7,47.9,467.9,NA,NA,1,NA,NA,NA,NA,NA,
XS_1614,ball,7,49.4,469.4,NA,NA,NA,NA,NA,1,NA,NA,let's get the ball with the brush.
XS_1614,brush,7,49.9,469.9,NA,NA,NA,NA,NA,1,NA,NA,
XS_1614,brush,8,25.8,505.8,NA,NA,NA,NA,NA,NA,NA,NA,are you cleaning with the brush?
XS_1614,brush,8,58.6,538.6,NA,NA,NA,NA,NA,1,NA,NA,brush.
XS_1614,tima,9,10.9,550.9,NA,NA,NA,1,NA,NA,NA,NA,you don't want the tima?
XS_1614,tima,9,14.1,554.1,NA,NA,NA,1,NA,NA,NA,NA,you want the tima?
XS_1614,manu,9,17.2,557.2,NA,NA,NA,NA,NA,NA,1,NA,do you want the manu?
XS_1614,brush,9,22.2,562.2,NA,NA,NA,NA,NA,NA,1,NA,you can put the brush inside.
XS_1614,manu,9,38.8,578.8,NA,NA,NA,NA,NA,NA,NA,NA,you can turn the manu.
XS_1614,manu,10,21.1,621.1,NA,NA,NA,NA,NA,NA,1,NA,do you want the manu?
XS_1614,manu,10,30,630,NA,NA,NA,NA,NA,NA,1,NA,the manu?
XS_1614,zem,10,34.2,634.2,1,NA,NA,NA,NA,NA,1,NA,do you want the zem?
XS_1614,zem,10,36.6,636.6,1,NA,NA,NA,NA,NA,NA,NA,uhoh here comes the zem.
XS_1614,zem,10,39,639,NA,NA,NA,NA,NA,NA,NA,NA,the zem.
XS_1614,zem,10,44,644,NA,NA,NA,NA,NA,NA,NA,NA,uhoh the zem.
XS_1614,zem,10,47.8,647.8,1,NA,NA,NA,NA,NA,NA,NA,here comes the zem.
XS_1614,zem,10,49.9,649.9,1,NA,NA,NA,NA,NA,NA,NA,zem yes.
XS_1614,zem,11,4.8,664.8,1,NA,NA,NA,NA,NA,NA,NA,nightnight zem.
XS_1614,car,13,12.6,792.6,NA,NA,NA,NA,NA,NA,NA,NA,do you want the car?
XS_1614,car,13,18.4,798.4,NA,NA,NA,NA,NA,NA,NA,1,the car has a number one.
XS_1614,car,13,29,809,NA,NA,NA,NA,NA,NA,NA,NA,it's a loud car.
XS_1614,tima,13,46.6,826.6,NA,NA,NA,1,NA,NA,NA,NA,tima.
XS_1614,tima,13,48.2,828.2,NA,NA,NA,1,NA,NA,NA,NA,tima.
XS_1614,tima,13,49.5,829.5,NA,NA,NA,1,NA,NA,NA,NA,tima.
XS_1614,tima,13,51,831,NA,NA,NA,1,NA,NA,NA,NA,tima tima tima.
XS_1614,tima,13,51.3,831.3,NA,NA,NA,1,NA,NA,NA,NA,
XS_1614,tima,13,51.7,831.7,NA,NA,NA,1,NA,NA,NA,NA,
XS_1614,tima,14,7,847,NA,NA,NA,NA,NA,NA,NA,NA,tima doesn't go on your head.
XS_1614,tima,14,15.8,855.8,NA,NA,NA,1,NA,NA,NA,NA,doctor tima.
XS_1614,ball,14,43.9,883.9,NA,NA,NA,1,NA,NA,NA,NA,do you want the ball?
XS_1614,ball,14,53,893,NA,NA,NA,NA,NA,1,NA,1,purple ball.
XS_1614,ball,15,3.1,903.1,NA,NA,NA,NA,NA,NA,NA,NA,can you throw me the ball?
XS_1614,ball,15,14.1,914.1,NA,NA,NA,NA,NA,1,NA,NA,wait go get the ball.
XS_1619,ball,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,throw the ball.
XS_1619,ball,0,4,4,NA,NA,NA,NA,NA,1,NA,NA,ball.
XS_1619,zem,0,10,10,NA,NA,NA,NA,NA,NA,NA,NA,look at the zem.
XS_1619,zem,0,12,12,1,NA,NA,NA,NA,NA,NA,NA,Addie the zem.
XS_1619,zem,0,13,13,1,NA,NA,NA,NA,NA,NA,NA,zem.
XS_1619,zem,0,15,15,1,NA,NA,NA,NA,1,NA,NA,where's the zem?
XS_1619,ball,0,19,19,NA,NA,NA,NA,NA,NA,NA,NA,ball?
XS_1619,zem,0,26,26,NA,NA,NA,NA,NA,NA,NA,NA,where's the zem?
XS_1619,ball,0,33,33,1,NA,NA,NA,NA,1,NA,NA,where's the ball?
XS_1619,zem,0,40,40,NA,NA,NA,NA,NA,NA,NA,NA,what about a zem?
XS_1619,zem,0,53,53,NA,NA,NA,NA,NA,NA,NA,NA,ah zem on belly.
XS_1619,car,1,8,68,NA,NA,NA,NA,NA,NA,1,1,it's a car?
XS_1619,manu,1,11,71,NA,NA,NA,NA,NA,NA,1,NA,manu.
XS_1619,manu,1,13,73,NA,NA,NA,NA,NA,NA,NA,NA,manu.
XS_1619,manu,1,17,77,NA,NA,NA,NA,NA,NA,NA,NA,manu.
XS_1619,manu,1,30,90,NA,NA,NA,NA,NA,NA,NA,NA,manu.
XS_1619,car,1,34,94,NA,NA,NA,NA,NA,NA,1,NA,do you want to get the car?
XS_1619,tima,2,0,120,NA,NA,NA,1,NA,NA,NA,NA,tima.
XS_1619,tima,2,11,131,NA,NA,NA,NA,NA,NA,NA,NA,where's a tima?
XS_1619,tima,2,12,132,NA,NA,NA,NA,NA,NA,NA,NA,tima?
XS_1619,tima,2,14,134,NA,NA,NA,NA,NA,NA,NA,NA,tima tima tima.
XS_1619,tima,2,19,139,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1619,tima,2,20,140,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1619,tima,2,21,141,NA,NA,NA,NA,NA,NA,NA,NA,tima.
XS_1619,tima,2,30,150,NA,NA,NA,NA,NA,NA,NA,NA,tima.
XS_1619,tima,2,37,157,NA,NA,NA,NA,NA,NA,NA,NA,tima.
XS_1619,car,2,39,159,NA,NA,NA,NA,NA,NA,NA,NA,where's the car?
XS_1619,tima,2,46,166,NA,NA,NA,NA,NA,NA,NA,1,tima.
XS_1619,tima,3,16,196,NA,NA,NA,NA,NA,NA,NA,NA,tima.
XS_1619,tima,3,17,197,NA,NA,NA,NA,NA,NA,NA,NA,tima tima tima tima.
XS_1619,tima,3,18,198,NA,NA,NA,NA,NA,NA,NA,NA,tima.
XS_1619,tima,3,48,228,NA,NA,NA,NA,NA,NA,NA,NA,tima.
XS_1619,tima,4,26,266,NA,NA,NA,NA,NA,NA,NA,NA,tima tima.
XS_1619,tima,4,28,268,NA,NA,NA,NA,NA,NA,NA,NA,tima.
XS_1619,tima,4,29,269,NA,NA,NA,NA,NA,NA,NA,NA,tima.
XS_1619,tima,5,22,322,NA,NA,NA,NA,NA,NA,NA,NA,tima.
XS_1619,tima,5,36,336,NA,NA,NA,NA,NA,NA,NA,NA,where does tima go?
XS_1619,tima,5,37,337,NA,NA,NA,NA,NA,NA,NA,NA,tima.
XS_1619,tima,5,41,341,NA,NA,NA,1,NA,NA,NA,NA,mommy will get tima.
XS_1619,brush,5,51,351,NA,NA,NA,NA,NA,NA,NA,NA,brush.
XS_1619,ball,6,35,395,NA,NA,NA,NA,NA,1,NA,NA,oh do you want a ball?
XS_1619,ball,6,37,397,NA,NA,NA,NA,NA,1,NA,NA,do you want a ball?
XS_1619,ball,6,40,400,NA,NA,NA,NA,NA,NA,NA,1,ball.
XS_1619,zem,7,25,445,NA,NA,NA,NA,NA,NA,NA,NA,a zem.
XS_1619,zem,7,26,446,1,NA,NA,NA,NA,NA,NA,NA,zem.
XS_1619,zem,7,28,448,1,NA,NA,NA,NA,NA,NA,NA,zem.
XS_1619,ball,7,33,453,NA,NA,NA,NA,NA,1,NA,NA,where's the ball?
XS_1619,zem,7,44,464,1,NA,NA,NA,NA,NA,NA,NA,zem.
XS_1619,ball,7,56,476,1,NA,NA,NA,NA,NA,NA,NA,okay where's the ball?
XS_1619,ball,7,57,477,1,NA,NA,NA,NA,NA,NA,NA,go get mommy the ball.
XS_1619,ball,8,15,495,NA,NA,NA,NA,NA,NA,NA,NA,let's go get the ball.
XS_1619,ball,8,39,519,NA,NA,NA,NA,NA,NA,NA,NA,want mommy to get you the ball?
XS_1619,ball,9,35,575,NA,NA,NA,NA,NA,NA,NA,NA,get the ball.
XS_1619,ball,9,43,583,NA,NA,NA,NA,NA,NA,NA,NA,okay give me the ball.
XS_1619,brush,9,47,587,NA,NA,NA,1,NA,1,NA,NA,want the brush?
XS_1619,tima,10,57,657,NA,NA,NA,NA,NA,NA,NA,NA,tima?
XS_1619,ball,12,52,772,NA,NA,NA,NA,NA,NA,NA,1,where's the ball?
XS_1619,ball,13,18,798,NA,NA,NA,NA,NA,NA,NA,NA,go get the ball please.
XS_1619,ball,13,22,802,NA,NA,NA,NA,NA,NA,NA,NA,yeah go get the ball.
XS_1619,ball,13,34,814,NA,NA,NA,NA,NA,NA,NA,NA,[xxx] can you go get the ball now?
XS_1619,ball,13,36,816,NA,NA,NA,NA,NA,NA,NA,NA,go put the ball back.
XS_1619,brush,13,48,828,NA,NA,1,NA,NA,NA,NA,NA,okay I'm gonna get a toothbrush out and brush my hair.
XS_1619,zem,13,53,833,1,NA,1,NA,NA,NA,NA,NA,get the zem.
XS_1622,tima,0,21,21,NA,NA,NA,1,NA,NA,NA,NA,this is a tima.
XS_1622,tima,0,46,46,NA,NA,NA,NA,NA,NA,NA,NA,tima boop boop boop.
XS_1622,tima,0,49,49,NA,NA,NA,NA,NA,NA,NA,NA,is that a tima?
XS_1622,car,1,0,60,NA,NA,NA,NA,NA,NA,NA,NA,how about the how about the car?
XS_1622,car,1,5,65,NA,NA,NA,NA,NA,NA,NA,NA,does the car go zoom zoom?
XS_1622,car,1,16,76,NA,NA,NA,NA,NA,NA,NA,NA,no you don't want to play with the car.
XS_1622,car,1,19,79,NA,NA,NA,NA,NA,NA,NA,NA,do you want to do you want to try putting the car back in the box?
XS_1622,ball,2,12,132,NA,NA,NA,NA,NA,1,1,NA,do you want to play with the ball instead of the car?
XS_1622,car,2,14,134,NA,NA,NA,NA,NA,NA,NA,NA,
XS_1622,manu,2,54,174,NA,NA,NA,NA,NA,NA,NA,NA,this is called this is called the manu.
XS_1622,manu,2,56,176,NA,NA,NA,NA,NA,NA,NA,NA,can you say manu?
XS_1622,ball,4,51,291,NA,NA,NA,NA,NA,1,NA,NA,that's right it's a ball.
XS_1622,ball,4,52,292,NA,NA,NA,NA,NA,1,NA,NA,do you want to hold the ball?
XS_1622,ball,4,58,298,NA,NA,NA,NA,NA,NA,NA,NA,here shall we roll the ball?
XS_1622,ball,5,3,303,NA,NA,NA,NA,NA,1,NA,NA,where's the ball?
XS_1622,ball,5,10,310,NA,NA,NA,NA,NA,NA,NA,NA,there's the ball?
XS_1622,ball,5,12,312,NA,NA,NA,NA,NA,1,NA,NA,do you want to roll the ball some more?
XS_1622,ball,5,25,325,NA,NA,NA,NA,NA,1,NA,NA,can you go get the ball?
XS_1622,ball,5,29,329,1,NA,NA,NA,NA,NA,NA,NA,you don't want to [xxx] ball?
XS_1622,car,5,39,339,NA,NA,NA,NA,NA,NA,NA,NA,it's a car.
XS_1622,car,5,44,344,1,NA,NA,NA,NA,NA,NA,NA,and does the car go vroom vroom vroom?
XS_1622,ball,6,9,369,NA,NA,NA,NA,NA,1,NA,NA,go get the ball.
XS_1622,ball,6,19,379,NA,NA,NA,NA,NA,1,NA,NA,can you get the ball for me [xxx]?
XS_1622,ball,6,27,387,NA,NA,NA,NA,NA,1,NA,NA,but can you get that ball for me?
XS_1622,brush,7,9,429,1,NA,NA,NA,NA,NA,NA,NA,are these two different kinds of brushes?
XS_1622,brush,7,11,431,1,NA,1,NA,NA,NA,NA,NA,what do I do with the brush?
XS_1622,car,8,50,530,NA,NA,NA,NA,NA,NA,NA,NA,the car.
XS_1622,car,8,52,532,NA,NA,NA,NA,NA,NA,NA,NA,what does the car do?
XS_1622,brush,12,39,759,NA,NA,NA,NA,NA,1,NA,NA,where does the brush go?
XS_1622,brush,13,13,793,NA,NA,NA,NA,NA,NA,NA,NA,what would you like to do with the brush?
XS_1622,brush,13,53,833,NA,NA,1,NA,NA,NA,NA,NA,no you're going to put the brush on oh that's pretty good.
XS_1628,ball,0,19.2,19.2,NA,NA,NA,NA,NA,NA,NA,NA,yeah and that is a very nice purple ball.
XS_1628,ball,0,25.8,25.8,NA,NA,NA,NA,NA,1,NA,NA,what a nice purple ball.
XS_1628,zem,0,28.5,28.5,NA,NA,NA,NA,NA,NA,NA,NA,and right here yellow zem.
XS_1628,zem,0,34.2,34.2,NA,NA,NA,NA,NA,NA,1,NA,a yellow zem.
XS_1628,ball,0,48.6,48.6,NA,NA,NA,NA,NA,NA,NA,NA,there's the ball.
XS_1628,ball,0,49.6,49.6,NA,NA,NA,NA,NA,NA,1,NA,yep you know the ball.
XS_1628,ball,1,7.8,67.8,NA,NA,NA,NA,NA,NA,1,NA,bounce the ball.
XS_1628,ball,1,8.6,68.6,1,NA,NA,NA,NA,1,1,NA,bounce the ball.
XS_1628,zem,1,10.9,70.9,1,NA,NA,NA,NA,1,NA,NA,and throw the zem.
XS_1628,zem,1,13.8,73.8,1,NA,NA,NA,NA,NA,NA,NA,what if I hide the zem?
XS_1628,zem,1,22.7,82.7,1,NA,NA,NA,NA,NA,NA,NA,the yellow zem.
XS_1628,zem,1,32.2,92.2,1,NA,NA,NA,NA,NA,NA,NA,yellow zem.
XS_1628,ball,1,36.6,96.6,NA,NA,NA,NA,NA,1,NA,NA,and the purple ball.
XS_1628,ball,1,38.6,98.6,NA,NA,NA,NA,NA,1,NA,NA,where's the ball?
XS_1628,brush,2,5.4,125.4,1,NA,NA,NA,NA,NA,NA,NA,did you find the brush?
XS_1628,brush,2,6.9,126.9,NA,NA,NA,NA,NA,NA,NA,NA,did you find a brush?
XS_1628,brush,2,8.1,128.1,NA,NA,NA,NA,NA,NA,NA,NA,are you trying to brush your hair?
XS_1628,brush,2,11,131,1,NA,NA,NA,NA,NA,NA,NA,brush your hair.
XS_1628,tima,2,15.3,135.3,1,NA,NA,NA,NA,NA,NA,NA,this is a tima.
XS_1628,brush,2,24.9,144.9,1,NA,NA,NA,NA,NA,NA,NA,the brush.
XS_1628,brush,2,26.6,146.6,1,NA,NA,NA,NA,NA,NA,NA,you you know what to do with the brush don't you?
XS_1628,brush,2,30.8,150.8,1,NA,NA,NA,NA,NA,NA,NA,you know what to do with the brush.
XS_1628,ball,2,33.4,153.4,NA,NA,NA,NA,NA,NA,NA,NA,that's the ball.
