full_paths,date,duration,filename,cohort,sub_id,duration_in_minutes,age_during_video,vid_index,start_time,end_time
/BabyView_Main/00430001/00430001_GX020046_10.23.2023-10.29.2023_10.29.2023-10:21am.MP4,2023-10-29,738.99,00430001_GX020046_10.23.2023-10.29.2023_10.29.2023-10:21am.MP4,BabyView_Main,00430001,12.3165,15.647840531561462,72,369.495,399.495
/BabyView_Main/00430001/00430001_GX020049__11.10.2023-5:16pm.MP4,2023-11-10,896.9,00430001_GX020049__11.10.2023-5:16pm.MP4,BabyView_Main,00430001,14.948333333333332,16.046511627906977,78,448.45,478.45
/BabyView_Main/00430001/00430001_GX010050__2023-11-20-14:25:41.MP4,2023-11-20,960.96,00430001_GX010050__2023-11-20-14:25:41.MP4,BabyView_Main,00430001,16.016000000000002,16.37873754152824,84,480.48,510.48
/BabyView_Main/00430001/00430001_GX030053_11.20.2023-11.26.2023_2023-11-27-13:09:47.MP4,2023-11-27,321.79,00430001_GX030053_11.20.2023-11.26.2023_2023-11-27-13:09:47.MP4,BabyView_Main,00430001,5.363166666666667,16.611295681063122,90,160.895,190.895
/BabyView_Main/00430001/00430001_GX030055_11.27.2023-12.03.2023_12.03.2023-NA.MP4,2023-12-03,1025.05,00430001_GX030055_11.27.2023-12.03.2023_12.03.2023-NA.MP4,BabyView_Main,00430001,17.084166666666665,16.81063122923588,96,512.525,542.525
/BabyView_Main/00430001/00430001_GX020056_12.04.2023-12.10.2023_12.05.2023-NA.MP4,2023-12-05,896.92,00430001_GX020056_12.04.2023-12.10.2023_12.05.2023-NA.MP4,BabyView_Main,00430001,14.948666666666666,16.877076411960132,102,448.46,478.46
/BabyView_Main/00430001/00430001_GX020059_12.11.2023-12.17.2023_12.16.2023-NA.MP4,2023-12-16,832.85,00430001_GX020059_12.11.2023-12.17.2023_12.16.2023-NA.MP4,BabyView_Main,00430001,13.880833333333333,17.24252491694352,108,416.425,446.425
/BabyView_Main/00430001/00430001_GX010061_12.18.2023-12.24.2023_12.22.2023-5:49pm.MP4,2023-12-22,832.85,00430001_GX010061_12.18.2023-12.24.2023_12.22.2023-5:49pm.MP4,BabyView_Main,00430001,13.880833333333333,17.441860465116278,114,416.425,446.425
/BabyView_Main/00430001/00430001_GX010063_01.08.2024-01.14.2024_01.13.2024-NA.MP4,2024-01-13,832.85,00430001_GX010063_01.08.2024-01.14.2024_01.13.2024-NA.MP4,BabyView_Main,00430001,13.880833333333333,18.172757475083056,120,416.425,446.425
/BabyView_Main/00430001/00430001_GX020065_01.15.2024-01.21.2024_01.16.2024-NA.MP4,2024-01-16,546.35,00430001_GX020065_01.15.2024-01.21.2024_01.16.2024-NA.MP4,BabyView_Main,00430001,9.105833333333333,18.272425249169434,126,273.175,303.175
/BabyView_Main/00430001/00430001_GX020071_01.22.2024-01.28.2024_01.27.2024-NA.MP4,2024-01-27,768.79,00430001_GX020071_01.22.2024-01.28.2024_01.27.2024-NA.MP4,BabyView_Main,00430001,12.813166666666666,18.637873754152825,132,384.395,414.395
/BabyView_Main/00440001/00440001_GX020041-1_02.19.2024-02.25.2024_02.19.2024-NA.MP4,2024-02-19,354.05,00440001_GX020041-1_02.19.2024-02.25.2024_02.19.2024-NA.MP4,BabyView_Main,00440001,5.900833333333334,13.754152823920265,6,177.025,207.025
/BabyView_Main/00440001/00440001_GX020043_03.04.2024-03.10.2024_02.25.2024-NA.MP4,2024-02-25,960.98,00440001_GX020043_03.04.2024-03.10.2024_02.25.2024-NA.MP4,BabyView_Main,00440001,16.016333333333332,13.953488372093023,12,480.49,510.49
/BabyView_Main/00440001/00440001_GX010048_04.22.2024-04.28.2024_04.22.2024-NA.MP4,2024-04-22,1025.05,00440001_GX010048_04.22.2024-04.28.2024_04.22.2024-NA.MP4,BabyView_Main,00440001,17.084166666666665,15.847176079734218,18,512.525,542.525
/BabyView_Main/00460001/00460001_GX030005_02.12.2024-02.18.2024_02.14.2024-1:47pm.MP4,2024-02-14,402.33,00460001_GX030005_02.12.2024-02.18.2024_02.14.2024-1:47pm.MP4,BabyView_Main,00460001,6.7055,11.162790697674419,6,201.165,231.165
/BabyView_Main/00460001/00460001_GX020011_02.26.2024-03.03.2024_NA-NA.MP4,2024-02-26,704.73,00460001_GX020011_02.26.2024-03.03.2024_NA-NA.MP4,BabyView_Main,00460001,11.7455,11.561461794019934,12,352.365,382.365
/BabyView_Main/00490001/00490001_GX010001_12.18.2023-12.24.2023_12.20.2023-8:30pm.MP4,2023-12-20,704.73,00490001_GX010001_12.18.2023-12.24.2023_12.20.2023-8:30pm.MP4,BabyView_Main,00490001,11.7455,12.757475083056478,6,352.365,382.365
/BabyView_Main/00490001/00490001_GX020005_12.25.2023-12.31.2023_12.28.2023-8:52am.MP4,2023-12-28,658.09,00490001_GX020005_12.25.2023-12.31.2023_12.28.2023-8:52am.MP4,BabyView_Main,00490001,10.968166666666667,13.023255813953488,12,329.045,359.045
/BabyView_Main/00490001/00490001_GX030007_01.01.2024-01.07.2024_01.05.2024-12:09pm.MP4,2024-01-05,704.73,00490001_GX030007_01.01.2024-01.07.2024_01.05.2024-12:09pm.MP4,BabyView_Main,00490001,11.7455,13.289036544850498,18,352.365,382.365
/BabyView_Main/00490001/00490001_GX020009_01.15.2024-01.21.2024_01.17.2024-7:52am.MP4,2024-01-17,832.85,00490001_GX020009_01.15.2024-01.21.2024_01.17.2024-7:52am.MP4,BabyView_Main,00490001,13.880833333333333,13.687707641196013,24,416.425,446.425
/BabyView_Main/00490001/00490001_GX010014_01.29.2024-02.04.2024_2024-02-09-04:42:00.MP4,2024-02-09,515.54,00490001_GX010014_01.29.2024-02.04.2024_2024-02-09-04:42:00.MP4,BabyView_Main,00490001,8.592333333333332,14.451827242524915,30,257.77,287.77
/BabyView_Main/00490001/00490001_GX030018_02.12.2024-02.18.2024_02.18.2024-12:57pm.MP4,2024-02-18,832.85,00490001_GX030018_02.12.2024-02.18.2024_02.18.2024-12:57pm.MP4,BabyView_Main,00490001,13.880833333333333,14.750830564784053,36,416.425,446.425
/BabyView_Main/00490001/00490001_GX010018_03.18.2024-03.24.2024_02.18.2024-12:57pm.MP4,2024-02-18,704.73,00490001_GX010018_03.18.2024-03.24.2024_02.18.2024-12:57pm.MP4,BabyView_Main,00490001,11.7455,14.750830564784053,42,352.365,382.365
/BabyView_Main/00490001/00490001_GX030020_04.01.2024-04.07.2024_03.31.2024-4:50pm.MP4,2024-03-31,400.41,00490001_GX030020_04.01.2024-04.07.2024_03.31.2024-4:50pm.MP4,BabyView_Main,00490001,6.673500000000001,16.146179401993354,48,200.205,230.205
/BabyView_Main/00500001/00500001_GX020005_08.14.2023-08.20.2023_08.14.2023-5:25pm.MP4,2023-08-14,305.34,00500001_GX020005_08.14.2023-08.20.2023_08.14.2023-5:25pm.MP4,BabyView_Main,00500001,5.0889999999999995,12.093023255813954,6,152.67,182.67
/BabyView_Main/00500001/00500001_GX010012_08.21.2023-08.27.2023_08.26.2023-3:08pm.MP4,2023-08-26,832.83,00500001_GX010012_08.21.2023-08.27.2023_08.26.2023-3:08pm.MP4,BabyView_Main,00500001,13.880500000000001,12.491694352159469,12,416.415,446.415
/BabyView_Main/00500001/00500001_GX020017_08.28.2023-09.03.2023_09.02.2023-7:07am.MP4,2023-09-02,896.9,00500001_GX020017_08.28.2023-09.03.2023_09.02.2023-7:07am.MP4,BabyView_Main,00500001,14.948333333333332,12.724252491694351,18,448.45,478.45
/BabyView_Main/00500001/00500001_GX020023_09.04.2023-09.10.2023_NA-NA.MP4,2023-09-04,370.11,00500001_GX020023_09.04.2023-09.10.2023_NA-NA.MP4,BabyView_Main,00500001,6.1685,12.790697674418604,24,185.055,215.055
/BabyView_Main/00500001/00500001_GX030022_09.04.2023-09.10.2023_NA-NA.MP4,2023-09-04,418.75,00500001_GX030022_09.04.2023-09.10.2023_NA-NA.MP4,BabyView_Main,00500001,6.979166666666667,12.790697674418604,30,209.375,239.375
/BabyView_Main/00500001/00500001_GX010027_10.16.2023-10.22.2023_10.17.2023-6:41pm.MP4,2023-10-17,896.9,00500001_GX010027_10.16.2023-10.22.2023_10.17.2023-6:41pm.MP4,BabyView_Main,00500001,14.948333333333332,14.219269102990033,36,448.45,478.45
/BabyView_Main/00500001/00500001_GX010030_10.23.2023-10.29.2023_10.28.2023-6:07pm.MP4,2023-10-28,1025.02,00500001_GX010030_10.23.2023-10.29.2023_10.28.2023-6:07pm.MP4,BabyView_Main,00500001,17.083666666666666,14.58471760797342,42,512.51,542.51
/BabyView_Main/00500001/00500001_GX010033_10.30.2023-11.05.2023_11.04.2023-4:06pm.MP4,2023-11-04,896.9,00500001_GX010033_10.30.2023-11.05.2023_11.04.2023-4:06pm.MP4,BabyView_Main,00500001,14.948333333333332,14.817275747508305,48,448.45,478.45
/BabyView_Main/00500001/00500001_GX010039__11.19.2023-2:35pm.MP4,2023-11-19,832.85,00500001_GX010039__11.19.2023-2:35pm.MP4,BabyView_Main,00500001,13.880833333333333,15.315614617940199,54,416.425,446.425
/BabyView_Main/00500001/00500001_GX010037_11.13.2023-11.19.2023_2023-11-19-20:41:08.MP4,2023-11-19,1025.02,00500001_GX010037_11.13.2023-11.19.2023_2023-11-19-20:41:08.MP4,BabyView_Main,00500001,17.083666666666666,15.315614617940199,60,512.51,542.51
/BabyView_Main/00500001/00500001_GX030039_11.13.2023-11.19.2023_2023-11-19-20:59:20.MP4,2023-11-19,788.22,00500001_GX030039_11.13.2023-11.19.2023_2023-11-19-20:59:20.MP4,BabyView_Main,00500001,13.137,15.315614617940199,66,394.11,424.11
/BabyView_Main/00500001/00500001_GX030040__11.26.2023-5:46pm.MP4,2023-11-26,832.85,00500001_GX030040__11.26.2023-5:46pm.MP4,BabyView_Main,00500001,13.880833333333333,15.548172757475083,72,416.425,446.425
/BabyView_Main/00500001/00500001_GX030040_12.04.2023-12.10.2023_11.26.2023-5:46pm.MP4,2023-11-26,704.73,00500001_GX030040_12.04.2023-12.10.2023_11.26.2023-5:46pm.MP4,BabyView_Main,00500001,11.7455,15.548172757475083,78,352.365,382.365
/BabyView_Main/00500001/00500001_GX010042_12.04.2023-12.10.2023_12.10.2023-4:33pm.MP4,2023-12-10,960.98,00500001_GX010042_12.04.2023-12.10.2023_12.10.2023-4:33pm.MP4,BabyView_Main,00500001,16.016333333333332,16.01328903654485,84,480.49,510.49
/BabyView_Main/00500001/00500001_GX040042_12.11.2023-12.17.2023_12.16.2023-11:12am.MP4,2023-12-16,704.73,00500001_GX040042_12.11.2023-12.17.2023_12.16.2023-11:12am.MP4,BabyView_Main,00500001,11.7455,16.212624584717606,90,352.365,382.365
/BabyView_Main/00500001/00500001_GX030043_12.11.2023-12.17.2023_12.17.2023-9:00am.MP4,2023-12-17,896.92,00500001_GX030043_12.11.2023-12.17.2023_12.17.2023-9:00am.MP4,BabyView_Main,00500001,14.948666666666666,16.245847176079735,96,448.46,478.46
/BabyView_Main/00500001/00500001_GX010046_12.25.2023-12.31.2023_12.31.2023-4:52pm.MP4,2023-12-31,1025.05,00500001_GX010046_12.25.2023-12.31.2023_12.31.2023-4:52pm.MP4,BabyView_Main,00500001,17.084166666666665,16.7109634551495,102,512.525,542.525
/BabyView_Main/00500001/00500001_GX010047_01.01.2024-01.07.2024_01.03.2024-6:27am.MP4,2024-01-03,1217.24,00500001_GX010047_01.01.2024-01.07.2024_01.03.2024-6:27am.MP4,BabyView_Main,00500001,20.287333333333333,16.81063122923588,108,608.62,638.62
/BabyView_Main/00500001/00500001_GX010003_02.26.2024-03.03.2024_03.03.2024-11:16am.MP4,2024-03-03,704.73,00500001_GX010003_02.26.2024-03.03.2024_03.03.2024-11:16am.MP4,BabyView_Main,00500001,11.7455,18.803986710963454,114,352.365,382.365
/BabyView_Main/00500001/00500001_GX010008_04.08.2024-04.14.2024_04.14.2024-4:41pm.MP4,2024-04-14,704.73,00500001_GX010008_04.08.2024-04.14.2024_04.14.2024-4:41pm.MP4,BabyView_Main,00500001,11.7455,20.199335548172755,120,352.365,382.365
/BabyView_Main/00510001/00510001_GX020005_03.25.2024-03.31.2024_03.28.2024-NA.MP4,2024-03-28,573.55,00510001_GX020005_03.25.2024-03.31.2024_03.28.2024-NA.MP4,BabyView_Main,00510001,9.559166666666666,12.591362126245846,6,286.775,316.775
/BabyView_Main/00510001/00510001_GX010009_04.08.2024-04.14.2024_04.11.2024-12:57pm.MP4,2024-04-11,478.21,00510001_GX010009_04.08.2024-04.14.2024_04.11.2024-12:57pm.MP4,BabyView_Main,00510001,7.970166666666667,13.056478405315614,12,239.105,269.105
/BabyView_Main/00510001/00510001_GX030013_04.08.2024-04.14.2024_04.13.2024-5:31pm.MP4,2024-04-13,367.81,00510001_GX030013_04.08.2024-04.14.2024_04.13.2024-5:31pm.MP4,BabyView_Main,00510001,6.130166666666667,13.122923588039866,18,183.905,213.905
/BabyView_Main/00510001/00510001_GX020024_04.15.2024-04.21.2024_04.21.2024-5:49pm.MP4,2024-04-21,704.73,00510001_GX020024_04.15.2024-04.21.2024_04.21.2024-5:49pm.MP4,BabyView_Main,00510001,11.7455,13.388704318936876,24,352.365,382.365
/BabyView_Main/00510001/00510001_GX030025_04.22.2024-04.28.2024_04.24.2024-5:08pm.MP4,2024-04-24,896.92,00510001_GX030025_04.22.2024-04.28.2024_04.24.2024-5:08pm.MP4,BabyView_Main,00510001,14.948666666666666,13.488372093023255,30,448.46,478.46
/BabyView_Main/00550001/00550001_GX010026__2023-12-08-19:29:52.MP4,2023-12-08,704.73,00550001_GX010026__2023-12-08-19:29:52.MP4,BabyView_Main,00550001,11.7455,16.411960132890364,6,352.365,382.365
/BabyView_Main/00550001/00550001_GX030026__2023-12-08-18:34:22.MP4,2023-12-08,704.73,00550001_GX030026__2023-12-08-18:34:22.MP4,BabyView_Main,00550001,11.7455,16.411960132890364,12,352.365,382.365
/BabyView_Main/00560001/00560001_GX030048_04.10.2023-04.16.2023_04.14.2023-NA.MP4,2023-04-14,704.7,00560001_GX030048_04.10.2023-04.16.2023_04.14.2023-NA.MP4,BabyView_Main,00560001,11.745000000000001,13.588039867109634,6,352.35,382.35
/BabyView_Main/00560001/00560001_GX020063_05.08.2023-05.14.2023_05.01.2023-NA.MP4,2023-05-01,704.7,00560001_GX020063_05.08.2023-05.14.2023_05.01.2023-NA.MP4,BabyView_Main,00560001,11.745000000000001,14.15282392026578,12,352.35,382.35
/BabyView_Main/00560001/00560001_GX020062_05.01.2023-05.07.2023_05.03.2023-NA.MP4,2023-05-03,832.83,00560001_GX020062_05.01.2023-05.07.2023_05.03.2023-NA.MP4,BabyView_Main,00560001,13.880500000000001,14.219269102990033,18,416.415,446.415
/BabyView_Main/00560001/00560001_GX030064_05.22.2023-05.28.2023_05.10.2023-NA.MP4,2023-05-10,832.83,00560001_GX030064_05.22.2023-05.28.2023_05.10.2023-NA.MP4,BabyView_Main,00560001,13.880500000000001,14.451827242524915,24,416.415,446.415
/BabyView_Main/00560001/00560001_GX010074_06.05.2023-06.11.2023_06.10.2023-NA.MP4,2023-06-10,960.96,00560001_GX010074_06.05.2023-06.11.2023_06.10.2023-NA.MP4,BabyView_Main,00560001,16.016000000000002,15.48172757475083,30,480.48,510.48
/BabyView_Main/00560001/00560001_GX020076_06.26.2023-07.02.2023_06.26.2023-NA.MP4,2023-06-26,768.77,00560001_GX020076_06.26.2023-07.02.2023_06.26.2023-NA.MP4,BabyView_Main,00560001,12.812833333333334,16.01328903654485,36,384.385,414.385
/BabyView_Main/00560001/00560001_GX030078_07.24.2023-07.30.2023_07.30.2023-NA.MP4,2023-07-30,514.37,00560001_GX030078_07.24.2023-07.30.2023_07.30.2023-NA.MP4,BabyView_Main,00560001,8.572833333333334,17.142857142857142,42,257.185,287.185
/BabyView_Main/00560001/00560001_GX030089_08.21.2023-08.27.2023_08.12.2023-NA.MP4,2023-08-12,768.77,00560001_GX030089_08.21.2023-08.27.2023_08.12.2023-NA.MP4,BabyView_Main,00560001,12.812833333333334,17.574750830564785,48,384.385,414.385
/BabyView_Main/00560001/00560001_GX010090_09.18.2023-09.24.2023_09.02.2023-NA.MP4,2023-09-02,397.87,00560001_GX010090_09.18.2023-09.24.2023_09.02.2023-NA.MP4,BabyView_Main,00560001,6.631166666666667,18.272425249169434,54,198.935,228.935
/BabyView_Main/00560001/00560001_GX030092_09.25.2023-10.01.2023_09.25.2023-NA.MP4,2023-09-25,498.54,00560001_GX030092_09.25.2023-10.01.2023_09.25.2023-NA.MP4,BabyView_Main,00560001,8.309000000000001,19.036544850498338,60,249.27,279.27
/BabyView_Main/00560001/00560001_GX010096_10.02.2023-10.08.2023_10.08.2023-NA.MP4,2023-10-08,501.94,00560001_GX010096_10.02.2023-10.08.2023_10.08.2023-NA.MP4,BabyView_Main,00560001,8.365666666666666,19.46843853820598,66,250.97,280.97
/BabyView_Main/00560001/00560001_GX010103_10.16.2023-10.22.2023_10.20.2023-NA.MP4,2023-10-20,832.83,00560001_GX010103_10.16.2023-10.22.2023_10.20.2023-NA.MP4,BabyView_Main,00560001,13.880500000000001,19.867109634551493,72,416.415,446.415
/BabyView_Main/00560001/00560001_GX020106_10.23.2023-10.29.2023_10.27.2023-NA.MP4,2023-10-27,960.96,00560001_GX020106_10.23.2023-10.29.2023_10.27.2023-NA.MP4,BabyView_Main,00560001,16.016000000000002,20.099667774086377,78,480.48,510.48
/BabyView_Main/00560001/00560001_GX010109_11.20.2023-11.26.2023_11.25.2023-NA.MP4,2023-11-25,768.77,00560001_GX010109_11.20.2023-11.26.2023_11.25.2023-NA.MP4,BabyView_Main,00560001,12.812833333333334,21.06312292358804,84,384.385,414.385
/BabyView_Main/00560001/00560001_GX010111_11.27.2023-12.03.2023_11.30.2023-NA.MP4,2023-11-30,896.92,00560001_GX010111_11.27.2023-12.03.2023_11.30.2023-NA.MP4,BabyView_Main,00560001,14.948666666666666,21.22923588039867,90,448.46,478.46
/BabyView_Main/00560001/00560001_GX020114_12.11.2023-12.17.2023_12.11.2023-NA.MP4,2023-12-11,960.98,00560001_GX020114_12.11.2023-12.17.2023_12.11.2023-NA.MP4,BabyView_Main,00560001,16.016333333333332,21.59468438538206,96,480.49,510.49
/BabyView_Main/00560001/00560001_GX010130_01.01.2024-01.07.2024_01.04.2024-NA.MP4,2024-01-04,1025.05,00560001_GX010130_01.01.2024-01.07.2024_01.04.2024-NA.MP4,BabyView_Main,00560001,17.084166666666665,22.39202657807309,102,512.525,542.525
/BabyView_Main/00560001/00560001_GX020132_01.01.2024-01.07.2024_2024-01-18-06:48:58.MP4,2024-01-18,832.85,00560001_GX020132_01.01.2024-01.07.2024_2024-01-18-06:48:58.MP4,BabyView_Main,00560001,13.880833333333333,22.857142857142858,108,416.425,446.425
/BabyView_Main/00560001/00560001_GX020142_01.29.2024-02.04.2024_02.03.2024-NA.MP4,2024-02-03,447.62,00560001_GX020142_01.29.2024-02.04.2024_02.03.2024-NA.MP4,BabyView_Main,00560001,7.460333333333334,23.388704318936878,114,223.81,253.81
/BabyView_Main/00560001/00560001_GX030144_02.26.2024-03.03.2024_03.02.2024-NA.MP4,2024-03-02,832.85,00560001_GX030144_02.26.2024-03.03.2024_03.02.2024-NA.MP4,BabyView_Main,00560001,13.880833333333333,24.31893687707641,120,416.425,446.425
/BabyView_Main/00680001/00680001_GX020010_04.10.23-04.16.23_04.16.2023-NA.MP4,2023-04-16,768.79,00680001_GX020010_04.10.23-04.16.23_04.16.2023-NA.MP4,BabyView_Main,00680001,12.813166666666666,16.64451827242525,6,384.395,414.395
/BabyView_Main/00680001/00680001_GX030014_04.24.23-04.30.23_04.25.2023-NA.MP4,2023-04-25,306.35,00680001_GX030014_04.24.23-04.30.23_04.25.2023-NA.MP4,BabyView_Main,00680001,5.105833333333334,16.943521594684384,12,153.175,183.175
/BabyView_Main/00680001/00680001_GX010024_05.01.23-05.07.23_05.06.2023-NA.MP4,2023-05-06,588.76,00680001_GX010024_05.01.23-05.07.23_05.06.2023-NA.MP4,BabyView_Main,00680001,9.812666666666667,17.308970099667775,18,294.38,324.38
/BabyView_Main/00680001/00680001_GX010027_05.01.23-05.07.23_05.07.2023-NA.MP4,2023-05-07,704.73,00680001_GX010027_05.01.23-05.07.23_05.07.2023-NA.MP4,BabyView_Main,00680001,11.7455,17.3421926910299,24,352.365,382.365
/BabyView_Main/00680001/00680001_GX030031_05.08.23-05.14.23_05.13.2023-NA.MP4,2023-05-13,670.17,00680001_GX030031_05.08.23-05.14.23_05.13.2023-NA.MP4,BabyView_Main,00680001,11.1695,17.541528239202655,30,335.085,365.085
/BabyView_Main/00680001/00680001_GX010043_05.22.23-05.28.23_05.27.2023-NA.MP4,2023-05-27,704.73,00680001_GX010043_05.22.23-05.28.23_05.27.2023-NA.MP4,BabyView_Main,00680001,11.7455,18.006644518272424,36,352.365,382.365
/BabyView_Main/00680001/00680001_GX020048_05.29.23-06.04.23_05.29.2023-NA.MP4,2023-05-29,508.65,00680001_GX020048_05.29.23-06.04.23_05.29.2023-NA.MP4,BabyView_Main,00680001,8.4775,18.073089700996675,42,254.325,284.325
/BabyView_Main/00680001/00680001_GX010055_06.05.23-06.11.23_06.10.2023-NA.MP4,2023-06-10,514.01,00680001_GX010055_06.05.23-06.11.23_06.10.2023-NA.MP4,BabyView_Main,00680001,8.566833333333333,18.471760797342192,48,257.005,287.005
/BabyView_Main/00680001/00680001_GX010061_06.12.23-06.18.23_06.17.2023-10:52am.MP4,2023-06-17,704.73,00680001_GX010061_06.12.23-06.18.23_06.17.2023-10:52am.MP4,BabyView_Main,00680001,11.7455,18.704318936877076,54,352.365,382.365
/BabyView_Main/00680001/00680001_GX020063_06.12.23-06.18.23_06.18.2023-9:45am.MP4,2023-06-18,704.73,00680001_GX020063_06.12.23-06.18.23_06.18.2023-9:45am.MP4,BabyView_Main,00680001,11.7455,18.737541528239202,60,352.365,382.365
/BabyView_Main/00680001/00680001_GX020069_06.19.23-06.25.23_06.25.2023-NA.MP4,2023-06-25,704.73,00680001_GX020069_06.19.23-06.25.23_06.25.2023-NA.MP4,BabyView_Main,00680001,11.7455,18.970099667774086,66,352.365,382.365
/BabyView_Main/00720001/00720001_GX030005_06.12.2023-06.18.2023_06.13.2023-NA.MP4,2023-06-13,406.31,00720001_GX030005_06.12.2023-06.18.2023_06.13.2023-NA.MP4,BabyView_Main,00720001,6.771833333333333,17.541528239202655,6,203.155,233.155
/BabyView_Main/00720001/00720001_GX020008_06.19.2023-06.25.2023_06.23.2023-4:45pm.MP4,2023-06-23,768.77,00720001_GX020008_06.19.2023-06.25.2023_06.23.2023-4:45pm.MP4,BabyView_Main,00720001,12.812833333333334,17.87375415282392,12,384.385,414.385
/BabyView_Main/00720001/00720001_GX030009_08.14.2023-08.20.2023_06.25.2023-12:13pm.MP4,2023-06-25,704.7,00720001_GX030009_08.14.2023-08.20.2023_06.25.2023-12:13pm.MP4,BabyView_Main,00720001,11.745000000000001,17.940199335548172,18,352.35,382.35
/BabyView_Main/00720001/00720001_GX040010_06.26.2023-07.02.2023_06.26.2023-4:23pm.MP4,2023-06-26,696.4,00720001_GX040010_06.26.2023-07.02.2023_06.26.2023-4:23pm.MP4,BabyView_Main,00720001,11.606666666666666,17.973421926910298,24,348.2,378.2
/BabyView_Main/00720001/00720001_GX020011_06.26.2023-07.02.2023_06.28.2023-NA.MP4,2023-06-28,704.7,00720001_GX020011_06.26.2023-07.02.2023_06.28.2023-NA.MP4,BabyView_Main,00720001,11.745000000000001,18.03986710963455,30,352.35,382.35
/BabyView_Main/00720001/00720001_GX020013_07.03.2023-07.09.2023_07.07.2023-NA.MP4,2023-07-07,704.73,00720001_GX020013_07.03.2023-07.09.2023_07.07.2023-NA.MP4,BabyView_Main,00720001,11.7455,18.338870431893685,36,352.365,382.365
/BabyView_Main/00720001/00720001_GX020014_07.03.2023-07.09.2023_07.08.2023-NA.MP4,2023-07-08,704.7,00720001_GX020014_07.03.2023-07.09.2023_07.08.2023-NA.MP4,BabyView_Main,00720001,11.745000000000001,18.372093023255815,42,352.35,382.35
/BabyView_Main/00720001/00720001_GX010002_07.24.2023-07.30.2023_07.21.2023-8:00pm.MP4,2023-07-21,704.7,00720001_GX010002_07.24.2023-07.30.2023_07.21.2023-8:00pm.MP4,BabyView_Main,00720001,11.745000000000001,18.803986710963454,48,352.35,382.35
/BabyView_Main/00720001/00720001_GX010001_07.24.2023-07.30.2023_07.24.2023-3:40pm.MP4,2023-07-24,832.83,00720001_GX010001_07.24.2023-07.30.2023_07.24.2023-3:40pm.MP4,BabyView_Main,00720001,13.880500000000001,18.903654485049834,54,416.415,446.415
/BabyView_Main/00720001/00720001_GX040005_07.31.2023-08.06.2023_NA-NA.MP4,2023-07-31,478.55,00720001_GX040005_07.31.2023-08.06.2023_NA-NA.MP4,BabyView_Main,00720001,7.975833333333333,19.136212624584715,60,239.275,269.275
/BabyView_Main/00720001/00720001_GX030017_09.11.2023-09.17.2023_09.17.2023-6:50pm.MP4,2023-09-17,832.83,00720001_GX030017_09.11.2023-09.17.2023_09.17.2023-6:50pm.MP4,BabyView_Main,00720001,13.880500000000001,20.730897009966778,66,416.415,446.415
/BabyView_Main/00720001/00720001_GX030019_09.25.2023-10.01.2023_09.30.2023-8:14pm.MP4,2023-09-30,960.96,00720001_GX030019_09.25.2023-10.01.2023_09.30.2023-8:14pm.MP4,BabyView_Main,00720001,16.016000000000002,21.162790697674417,72,480.48,510.48
/BabyView_Main/00720001/00720001_GX020023_01.22.2024-01.28.2024_NA-NA.MP4,2024-01-22,1601.62,00720001_GX020023_01.22.2024-01.28.2024_NA-NA.MP4,BabyView_Main,00720001,26.693666666666665,24.950166112956808,78,800.81,830.81
/BabyView_Main/00720001/00720001_GX010026_02.05.2024-02.11.2024_02.06.2024-7:09am.MP4,2024-02-06,309.08,00720001_GX010026_02.05.2024-02.11.2024_02.06.2024-7:09am.MP4,BabyView_Main,00720001,5.151333333333333,25.448504983388702,84,154.54,184.54
/BabyView_Main/00720001/00720001_GX010029_02.26.2024-03.03.2024_03.03.2024-7:52pm.MP4,2024-03-03,1217.24,00720001_GX010029_02.26.2024-03.03.2024_03.03.2024-7:52pm.MP4,BabyView_Main,00720001,20.287333333333333,26.312292358803987,90,608.62,638.62
/BabyView_Main/00820001/00820001_GX040008_04.24.2023-04.30.2023_04.30.2023-NA.MP4,2023-04-30,463.64,00820001_GX040008_04.24.2023-04.30.2023_04.30.2023-NA.MP4,BabyView_Main,00820001,7.727333333333333,20.69767441860465,6,231.82,261.82
/BabyView_Main/00820001/00820001_GX010012_05.01.2023-05.07.2023_05.06.2023-NA.MP4,2023-05-06,896.92,00820001_GX010012_05.01.2023-05.07.2023_05.06.2023-NA.MP4,BabyView_Main,00820001,14.948666666666666,20.897009966777407,12,448.46,478.46
/BabyView_Main/00820001/00820001_GX010014_05.22.2023-05.28.2023_05.11.2023-NA.MP4,2023-05-11,704.73,00820001_GX010014_05.22.2023-05.28.2023_05.11.2023-NA.MP4,BabyView_Main,00820001,11.7455,21.06312292358804,18,352.365,382.365
/BabyView_Main/00820001/00820001_GX030015_05.22.2023-05.28.2023_05.26.2023-NA.MP4,2023-05-26,768.79,00820001_GX030015_05.22.2023-05.28.2023_05.26.2023-NA.MP4,BabyView_Main,00820001,12.813166666666666,21.561461794019934,24,384.395,414.395
/BabyView_Main/00820001/00820001_GX030019_05.29.2023-06.04.2023_06.03.2023-NA.MP4,2023-06-03,468.67,00820001_GX030019_05.29.2023-06.04.2023_06.03.2023-NA.MP4,BabyView_Main,00820001,7.811166666666667,21.827242524916944,30,234.335,264.33500000000004
